lrp,lat,lon,length,condition,structureNr,chainage,what,Delay
LRP130,23.1554167,91.3232771,,,,127.37700000000001,roadpoint,0
LRP130a,23.1389893200345,91.3263585348877,6.1,B,101223.0,129.291,bridge,"Random.Uniform(10,20)"
LRP130b,23.148027399999997,91.3264993,,,,128.278,roadpoint,0
LRP131,23.1471663,91.3266938,,,,128.377,roadpoint,0
LRP131a,23.1332639685968,91.327546416481,3.0,B,101224.0,129.955,bridge,"Random.Uniform(10,20)"
LRP131b,23.1252363577777,91.3303863688888,6.5,A,101229.0,130.912,bridge,"Random.Uniform(10,20)"
LRP132,23.138221899999998,91.32630490000001,,,,129.377,roadpoint,0
LRP132a,23.1196973774193,91.3328165129032,4.5,B,101231.0,131.577,bridge,"Random.Uniform(10,20)"
LRP133,23.1295827,91.3284993,,,,130.377,roadpoint,0
LRP133a,23.1158251554,91.335094485,5.3,B,101157.0,132.079,bridge,"Random.Uniform(10,20)"
LRP133b,23.123499300000002,91.3311382,,,,131.122,roadpoint,0
LRP134,23.1213327,91.33205490000002,,,,131.377,roadpoint,0
LRP134a,23.1074284451388,91.3400495436111,6.1,A,101167.0,133.155,bridge,"Random.Uniform(10,20)"
LRP135,23.1191382,91.3330827,,,,131.653,roadpoint,0
LRP135a,23.1017563206521,91.343162998913,3.1,B,101178.0,133.873,bridge,"Random.Uniform(10,20)"
LRP135b,23.0973512527272,91.3454956309091,9.5,B,101181.0,134.426,bridge,"Random.Uniform(10,20)"
LRP136,23.1113611,91.3378052,,,,132.653,roadpoint,0
LRP136a,23.0930298369186,91.3478308386627,3.1,A,101193.0,134.974,bridge,"Random.Uniform(10,20)"
LRP136b,23.105111100000002,91.3413608,,,,133.44799999999998,roadpoint,0
LRP136c,23.0870753710144,91.3512101492753,9.25,B,101199.0,135.723,bridge,"Random.Uniform(10,20)"
LRP137,23.1035,91.3422497,,,,133.653,roadpoint,0
LRP137a,23.0819909531309,91.3541811474383,3.5,A,101204.0,136.375,bridge,"Random.Uniform(10,20)"
LRP137b,23.0779647046997,91.3566005031331,14.2,B,101207.0,136.899,bridge,"Random.Uniform(15,60)"
LRP138,23.095582999999998,91.3464441,,,,134.653,roadpoint,0
LRP138a,23.070198184,91.3603022,6.1,B,101212.0,137.856,bridge,"Random.Uniform(10,20)"
LRP139,23.0876108,91.35088890000002,,,,135.653,roadpoint,0
LRP139a,23.0849719,91.35247220000001,,,,135.998,roadpoint,0
LRP139b,23.0808049,91.3548611,,,,136.525,roadpoint,0
LRP139c,23.0806938,91.35494440000001,,,,136.542,roadpoint,0
LRP140,23.0792493,91.3558333,,,,136.735,roadpoint,0
LRP140a,23.0607473333333,91.3618624619047,4.0,B,101219.0,138.953,bridge,"Random.Uniform(10,20)"
LRP141,23.0712493,91.3599722,,,,137.735,roadpoint,0
LRP141a,23.0688604,91.36072220000001,,,,138.01,roadpoint,0
LRP141b,23.0636944,91.3616389,,,,138.621,roadpoint,0
LRP142,23.063527800000003,91.3616389,,,,138.639,roadpoint,0
LRP142a,23.0379728055555,91.3656784724359,10.8,A,101226.0,141.531,bridge,"Random.Uniform(15,60)"
LRP143,23.0538611,91.36372220000001,,,,139.751,roadpoint,0
LRP143a,23.0269801170731,91.3655004839721,1.6,A,101228.0,142.793,bridge,"Random.Uniform(10,20)"
LRP144,23.044971899999997,91.36536109999999,,,,140.77200000000002,roadpoint,0
LRP144a,23.0427774,91.3654444,,,,140.968,roadpoint,0
LRP144b,23.0398052,91.3656111,,,,141.304,roadpoint,0
LRP145,23.0360274,91.36575,,,,141.77200000000002,roadpoint,0
LRP145a,23.0124048410423,91.3779796149837,3.4,A,101232.0,144.939,bridge,"Random.Uniform(10,20)"
LRP146,23.026971600000003,91.3655,,,,142.79399999999998,roadpoint,0
LRP146a,23.024832699999997,91.3655278,,,,143.034,roadpoint,0
LRP147,23.0193604,91.3697771,,,,143.795,roadpoint,0
LRP147a,23.0185271,91.37083270000001,,,,143.946,roadpoint,0
LRP147b,23.014083300000003,91.37597159999999,,,,144.67,roadpoint,0
LRP148,23.0132778,91.37694379999999,,,,144.795,roadpoint,0
LRP148a,22.999248756,91.3957752,1.5,A,101233.0,147.296,bridge,"Random.Uniform(10,20)"
LRP149a,22.9947280792802,91.4022894900763,23.4,A,101234.0,148.151,bridge,"Random.Uniform(15,60)"
LRP149a,22.9947280792802,91.4022894900763,22.86,B,121127.0,148.151,bridge,"Random.Uniform(15,60)"
LRP149b,22.9945936133042,91.4024539137404,22.15,A,121134.0,148.174,bridge,"Random.Uniform(15,60)"
LRP149c,22.9927169359869,91.4047486961832,1.9,A,117864.0,148.495,bridge,"Random.Uniform(10,20)"
LRP150,23.0018889,91.3920552,,,,146.816,roadpoint,0
LRP151,22.996388600000003,91.3998052,,,,147.816,roadpoint,0
LRP151a,22.9961941,91.4005,,,,147.901,roadpoint,0
LRP151b,22.9960552,91.4006667,,,,147.924,roadpoint,0
LRP152,22.990694100000002,91.4072222,,,,148.841,roadpoint,0
LRP152a,22.9877774,91.41,,,,149.289,roadpoint,0
LRP152b,22.985888600000003,91.4120556,,,,149.585,roadpoint,0
LRP153,22.984221899999998,91.41372220000001,,,,149.841,roadpoint,0
LRP154,22.9774438,91.42058270000001,,,,150.892,roadpoint,0
LRP155,22.9711382,91.4273882,,,,151.892,roadpoint,0
LRP155a,22.9614487369369,91.4429962027027,94.05,B,101235.0,153.843,bridge,"Random.Uniform(45,90)"
LRP155a,22.9614487369369,91.4429962027027,98.87,C,121136.0,153.843,bridge,"Random.Uniform(45,90)"
LRP156,22.966333300000002,91.4356108,,,,152.892,roadpoint,0
LRP156a,22.9624167,91.44169409999999,,,,153.672,roadpoint,0
LRP156b,22.9618056,91.4424997,,,,153.781,roadpoint,0
LRP157,22.9611667,91.44338859999999,,,,153.892,roadpoint,0
LRP158,22.9561389,91.45177779999999,,,,154.935,roadpoint,0
LRP159,22.9514444,91.46002779999999,,,,155.935,roadpoint,0
LRP159a,22.9486038666666,91.4794993833333,1.5,A,101241.0,158.031,bridge,"Random.Uniform(10,20)"
LRP160,22.9479997,91.46899930000001,,,,156.947,roadpoint,0
LRP160a,22.9483608,91.4761382,,,,157.685,roadpoint,0
LRP161,22.9484997,91.4786938,,,,157.947,roadpoint,0
LRP161a,22.9496126090047,91.502066899526,191.5,B,101246.0,160.379,bridge,"Random.Uniform(45,90)"
LRP162,22.9497497,91.4883608,,,,158.955,roadpoint,0
LRP163,22.9497774,91.49802740000001,,,,159.955,roadpoint,0
LRP163a,22.9496663,91.5007778,,,,160.243,roadpoint,0
LRP163b,22.949582999999997,91.50277779999999,,,,160.454,roadpoint,0
LRP164,22.9482774,91.50725,,,,160.963,roadpoint,0
LRP164a,22.943944100000003,91.51086109999999,,,,161.582,roadpoint,0
LRP165,22.940832999999998,91.5124444,,,,161.963,roadpoint,0
LRP166,22.932971600000002,91.51722159999998,,,,162.963,roadpoint,0
LRP166a,22.9149647061403,91.5262895350877,220.6,B,101258.0,165.183,bridge,"Random.Triangular(60,120,240)"
LRP166a,22.9149647061403,91.5262895350877,222.43,A,121146.0,165.183,bridge,"Random.Triangular(60,120,240)"
LRP166c,22.9097128884012,91.5289285034482,6.1,A,101270.0,165.825,bridge,"Random.Uniform(10,20)"
LRP167,22.924888199999998,91.5213327,,,,163.963,roadpoint,0
LRP167a,22.9042462955223,91.5316297776119,3.0,A,101278.0,166.479,bridge,"Random.Uniform(10,20)"
LRP168,22.916721600000002,91.5253882,,,,164.963,roadpoint,0
LRP168a,22.9156667,91.5259438,,,,165.097,roadpoint,0
LRP168b,22.9138056,91.5268604,,,,165.325,roadpoint,0
LRP169,22.9085833,91.5294993,,,,165.963,roadpoint,0
LRP169a,22.8916386,91.5354719,3.0,A,101236.0,167.963,bridge,"Random.Uniform(10,20)"
LRP170,22.9003333,91.5333608,,,,166.963,roadpoint,0
LRP170a,22.899444100000004,91.5336108,,,,167.046,roadpoint,0
LRP170b,22.893999700000002,91.5346941,,,,167.683,roadpoint,0
LRP170c,22.8929719,91.5350274,,,,167.796,roadpoint,0
LRP170d,22.8921663,91.5353052,,,,167.9,roadpoint,0
LRP171,22.891638600000004,91.5354719,,,,167.963,roadpoint,0
LRP171a,22.8746986941176,91.5408836647058,4.3,A,101239.0,169.933,bridge,"Random.Uniform(10,20)"
LRP171b,22.872722034892,91.5415958766187,2.0,A,101240.0,170.174,bridge,"Random.Uniform(10,20)"
LRP171c,22.8680563702127,91.5432963340425,1.5,A,101242.0,170.725,bridge,"Random.Uniform(10,20)"
LRP172,22.8829993,91.5381663,,,,168.963,roadpoint,0
LRP172a,22.8609876872509,91.5451551717131,4.3,A,101245.0,171.554,bridge,"Random.Uniform(10,20)"
LRP172b,22.8594847882591,91.5454799987854,2.0,A,101247.0,171.728,bridge,"Random.Uniform(10,20)"
LRP173,22.874443799999998,91.5409719,,,,169.963,roadpoint,0
LRP173a,22.8560565672727,91.5457188709091,1.5,A,101243.0,172.122,bridge,"Random.Uniform(10,20)"
LRP173b,22.8551475327433,91.5458221849557,1.5,A,101244.0,172.23,bridge,"Random.Uniform(10,20)"
LRP174,22.8661111,91.5439997,,,,170.963,roadpoint,0
LRP174a,22.8486172764705,91.5463706117647,8.5,A,101249.0,172.969,bridge,"Random.Uniform(10,20)"
LRP174b,22.8453914894736,91.5474689210526,3.0,A,101251.0,173.35,bridge,"Random.Uniform(10,20)"
LRP174c,22.8434551375,91.54814955625,1.5,A,100547.0,173.585,bridge,"Random.Uniform(10,20)"
LRP175,22.8575556,91.54563859999999,,,,171.963,roadpoint,0
LRP175a,22.8410943334277,91.5488096951841,3.0,A,100552.0,173.859,bridge,"Random.Uniform(10,20)"
LRP175b,22.8327467692419,91.5501035014577,3.0,A,100550.0,174.804,bridge,"Random.Uniform(10,20)"
LRP176,22.8486663,91.5463608,,,,172.963,roadpoint,0
LRP176a,22.8309613422018,91.5505028545871,4.5,A,112534.0,175.013,bridge,"Random.Uniform(10,20)"
LRP176b,22.8243706577981,91.5526915454128,12.4,C,100553.0,175.785,bridge,"Random.Uniform(15,60)"
LRP176c,22.8452219,91.5475274,,,,173.37,roadpoint,0
LRP176d,22.8432497,91.5482219,,,,173.61,roadpoint,0
LRP177,22.8401941,91.5490552,,,,173.963,roadpoint,0
LRP177a,22.8372497,91.5492497,,,,174.27700000000002,roadpoint,0
LRP178,22.8313882,91.55036109999999,,,,174.963,roadpoint,0
LRP178a,22.8239438,91.5528333,,,,175.835,roadpoint,0
LRP179,22.8228049,91.55313890000001,,,,175.963,roadpoint,0
LRP179a,22.811563437647,91.5562562129411,9.5,B,100555.0,177.247,bridge,"Random.Uniform(10,20)"
LRP180,22.8141389,91.5555833,,,,176.963,roadpoint,0
LRP180a,22.8110556,91.5563889,,,,177.303,roadpoint,0
LRP180b,22.808000000000003,91.5579167,,,,177.709,roadpoint,0
LRP180c,22.8059722,91.5589167,,,,177.96099999999998,roadpoint,0
LRP181,22.805944399999998,91.5589167,,,,177.963,roadpoint,0
LRP181a,22.7941813523326,91.5629612622718,4.5,A,100557.0,179.363,bridge,"Random.Uniform(10,20)"
LRP182,22.797471899999998,91.56136109999998,,,,178.963,roadpoint,0
LRP182a,22.7821968918511,91.5691025661971,23.2,B,100559.0,180.85,bridge,"Random.Uniform(15,60)"
LRP182b,22.789610800000002,91.5654444,,,,179.928,roadpoint,0
LRP183,22.7893608,91.5655833,,,,179.963,roadpoint,0
LRP183a,22.7813327,91.5695271,,,,180.957,roadpoint,0
LRP183b,22.774197092,91.5728737519999,6.0,A,100576.0,181.825,bridge,"Random.Uniform(10,20)"
LRP184,22.781221600000002,91.5695827,,,,180.963,roadpoint,0
LRP184a,22.770251666098,91.5750905211087,9.7,A,100560.0,182.318,bridge,"Random.Uniform(10,20)"
LRP184b,22.777110399999998,91.5713327,,,,181.46400000000003,roadpoint,0
LRP184c,22.7732771,91.5733604,,,,181.93900000000002,roadpoint,0
LRP185,22.7730271,91.57347159999999,,,,181.963,roadpoint,0
LRP185a,22.7630626913907,91.5804538821192,4.0,A,100575.0,183.296,bridge,"Random.Uniform(10,20)"
LRP185b,22.7661944,91.5779993,,,,182.43400000000003,roadpoint,0
LRP186,22.765472199999998,91.57855490000001,,,,182.963,roadpoint,0
LRP186a,22.7535653245121,91.5886004236585,12.9,A,100545.0,184.654,bridge,"Random.Uniform(15,60)"
LRP187,22.758527800000003,91.58452740000001,,,,183.963,roadpoint,0
LRP187a,22.7506393495689,91.5908840370689,3.0,A,100546.0,185.058,bridge,"Random.Uniform(10,20)"
LRP187b,22.7445136523437,91.5943998915364,8.1,B,100548.0,185.842,bridge,"Random.Uniform(10,20)"
LRP188,22.751333300000002,91.5903608,,,,184.963,roadpoint,0
LRP188a,22.749638600000004,91.5916386,,,,185.195,roadpoint,0
LRP189,22.7435552,91.5949163,,,,185.963,roadpoint,0
LRP189a,22.743305199999998,91.5950274,,,,185.995,roadpoint,0
LRP190,22.7349997,91.59794409999999,,,,186.963,roadpoint,0
LRP190a,22.723316755473,91.6024331404452,3.0,A,100549.0,188.35,bridge,"Random.Uniform(10,20)"
LRP191,22.7263882,91.60077779999999,,,,187.963,roadpoint,0
LRP191a,22.7178243865384,91.6057623307692,3.0,A,100551.0,189.058,bridge,"Random.Uniform(10,20)"
LRP191b,22.7172707342307,91.6061084846153,3.0,A,100574.0,189.13,bridge,"Random.Uniform(10,20)"
LRP191c,22.7138727382812,91.6082352218749,19.2,C,100554.0,189.58,bridge,"Random.Uniform(15,60)"
LRP192,22.7185549,91.6053056,,,,188.963,roadpoint,0
LRP192a,22.7165556,91.6065556,,,,189.22299999999998,roadpoint,0
LRP192b,22.715999999999998,91.6069167,,,,189.298,roadpoint,0
LRP193,22.7143889,91.60794440000001,,,,189.513,roadpoint,0
LRP193a,22.701816503937,91.6149734608923,19.2,A,100556.0,191.107,bridge,"Random.Uniform(15,60)"
LRP193b,22.7076111,91.6118056,,,,190.37599999999998,roadpoint,0
LRP194,22.7065556,91.61236109999999,,,,190.513,roadpoint,0
LRP194a,22.6912517148148,91.6201690574074,4.2,A,100558.0,192.408,bridge,"Random.Uniform(10,20)"
LRP194b,22.7033056,91.6142222,,,,190.923,roadpoint,0
LRP194c,22.7002222,91.61577779999999,,,,191.304,roadpoint,0
LRP195,22.6984997,91.61666600000001,,,,191.524,roadpoint,0
LRP195a,22.6868697647058,91.6220385823529,3.2,A,100561.0,192.95,bridge,"Random.Uniform(10,20)"
LRP196,22.6904163,91.62052709999999,,,,192.524,roadpoint,0
LRP196a,22.6769772991044,91.6268169453731,6.0,A,100562.0,194.149,bridge,"Random.Uniform(10,20)"
LRP196b,22.685083,91.6228327,,,,193.166,roadpoint,0
LRP197,22.6825549,91.6241938,,,,193.483,roadpoint,0
LRP197a,22.6699594391304,91.6293531695652,3.0,A,100563.0,194.998,bridge,"Random.Uniform(10,20)"
LRP197b,22.6657838981081,91.6311293581081,3.0,A,100564.0,195.501,bridge,"Random.Uniform(10,20)"
LRP198,22.6743049,91.6277493,,,,194.483,roadpoint,0
LRP198a,22.6615956814814,91.6335257425926,3.0,A,100565.0,196.038,bridge,"Random.Uniform(10,20)"
LRP198b,22.6722493,91.6285271,,,,194.734,roadpoint,0
LRP198c,22.6678604,91.6301104,,,,195.24,roadpoint,0
LRP199,22.6649167,91.63155490000001,,,,195.61,roadpoint,0
LRP199a,22.6547124294117,91.6379261764705,3.1,A,100566.0,196.925,bridge,"Random.Uniform(10,20)"
LRP199b,22.6510709547445,91.6400341194647,4.6,A,100567.0,197.39,bridge,"Random.Uniform(10,20)"
LRP199c,22.6474561112311,91.6419171170626,12.4,A,100569.0,197.846,bridge,"Random.Uniform(15,60)"
LRP200,22.6571389,91.636333,,,,196.61,roadpoint,0
LRP200a,22.6543889,91.63813859999999,,,,196.967,roadpoint,0
LRP200b,22.652777800000003,91.6391663,,,,197.176,roadpoint,0
LRP201,22.6494997,91.640833,,,,197.58700000000002,roadpoint,0
LRP201a,22.636096590965,91.648209240657,3.0,A,100568.0,199.279,bridge,"Random.Uniform(10,20)"
LRP201b,22.6343285718685,91.6492077265913,3.0,A,100570.0,199.502,bridge,"Random.Uniform(10,20)"
LRP202,22.641582999999997,91.6451108,,,,198.58700000000002,roadpoint,0
LRP202a,22.6281666352941,91.6527578258312,3.0,A,100572.0,200.277,bridge,"Random.Uniform(10,20)"
LRP202b,22.6258323373493,91.6541857554217,6.1,B,100571.0,200.575,bridge,"Random.Uniform(10,20)"
LRP203,22.6330827,91.649833,,,,199.648,roadpoint,0
LRP203a,22.6230461711711,91.6554672531531,3.0,A,100573.0,200.918,bridge,"Random.Uniform(10,20)"
LRP203b,22.6177563490118,91.6580589438735,3.0,A,100577.0,201.52,bridge,"Random.Uniform(10,20)"
LRP204,22.625221600000003,91.6545278,,,,200.648,roadpoint,0
LRP204a,22.6149899686274,91.6602670503268,4.6,A,100609.0,201.999,bridge,"Random.Uniform(10,20)"
LRP204b,22.620693799999998,91.6563611,,,,201.2,roadpoint,0
LRP204c,22.6194993,91.65688890000001,,,,201.363,roadpoint,0
LRP204d,22.6180271,91.6578333,,,,201.38299999999998,roadpoint,0
LRP204f,22.6175271,91.65825,,,,201.636,roadpoint,0
LRP205,22.616971600000003,91.65875,,,,201.727,roadpoint,0
LRP205a,22.6117556741935,91.6625686731182,3.0,A,100579.0,202.435,bridge,"Random.Uniform(10,20)"
LRP205b,22.6123889,91.6622222,,,,202.355,roadpoint,0
LRP206,22.609444399999997,91.6638333,,,,202.727,roadpoint,0
LRP206a,22.6038394411764,91.6673745588235,2.95,A,100578.0,203.457,bridge,"Random.Uniform(10,20)"
LRP206b,22.6023506949579,91.6683367336134,4.5,B,100580.0,203.651,bridge,"Random.Uniform(10,20)"
LRP206c,22.5971665766519,91.671819207489,9.3,B,100581.0,204.342,bridge,"Random.Uniform(10,20)"
LRP207,22.6015833,91.66883270000001,,,,203.75099999999998,roadpoint,0
LRP207a,22.5938881803921,91.6738889367647,4.5,A,100582.0,204.765,bridge,"Random.Uniform(10,20)"
LRP207b,22.6000556,91.6699438,,,,203.99599999999998,roadpoint,0
LRP207c,22.599444100000003,91.6703049,,,,204.045,roadpoint,0
LRP207d,22.594221899999997,91.6737771,,,,204.726,roadpoint,0
LRP208,22.5939997,91.6738327,,,,204.75099999999998,roadpoint,0
LRP208a,22.5870350167767,91.6770444686922,22.25,C,100583.0,205.615,bridge,"Random.Uniform(15,60)"
LRP208d,22.5815086746355,91.6795390413994,2.5,A,100585.0,206.3,bridge,"Random.Uniform(10,20)"
LRP209,22.584583,91.6780827,,,,205.916,roadpoint,0
LRP209a,22.5767930229508,91.68162274153,10.2,A,100586.0,206.866,bridge,"Random.Uniform(15,60)"
LRP209b,22.5834997,91.6785827,,,,206.05900000000003,roadpoint,0
LRP209c,22.580666,91.67994379999999,,,,206.40200000000002,roadpoint,0
LRP209d,22.5779438,91.68113819999999,,,,206.733,roadpoint,0
LRP210,22.5763604,91.68180490000002,,,,206.916,roadpoint,0
LRP210a,22.5702905930578,91.6840096656198,3.0,A,100588.0,207.64,bridge,"Random.Uniform(10,20)"
LRP210b,22.5679968064462,91.6846866604958,8.2,A,100589.0,207.913,bridge,"Random.Uniform(10,20)"
LRP210d,22.5664212916363,91.6851826636363,4.5,A,100590.0,208.1,bridge,"Random.Uniform(10,20)"
LRP211,22.5679716,91.6846941,,,,207.916,roadpoint,0
LRP211a,22.5585210862619,91.687506242492,4.1,A,112536.0,209.024,bridge,"Random.Uniform(10,20)"
LRP211b,22.5641389,91.68591629999999,,,,208.36900000000003,roadpoint,0
LRP211c,22.564,91.6859441,,,,208.38299999999998,roadpoint,0
LRP211d,22.5624722,91.6863608,,,,208.6,roadpoint,0
LRP212,22.5594444,91.6872219,,,,208.916,roadpoint,0
LRP212a,22.5543319776357,91.6887963149094,21.6,B,100591.0,209.514,bridge,"Random.Uniform(15,60)"
LRP213,22.551416699999997,91.6896941,,,,209.855,roadpoint,0
LRP213a,22.5467727210909,91.6926260603636,3.0,A,100592.0,210.476,bridge,"Random.Uniform(10,20)"
LRP213b,22.5444897756363,91.6941310785454,5.2,A,100594.0,210.776,bridge,"Random.Uniform(10,20)"
LRP214,22.543888600000002,91.69452740000001,,,,210.855,roadpoint,0
LRP214a,22.5390300234693,91.6965452744898,8.2,A,100596.0,211.433,bridge,"Random.Uniform(10,20)"
LRP215,22.5354997,91.6979441,,,,211.856,roadpoint,0
LRP215a,22.5303678038461,91.7004641228571,3.0,A,100598.0,212.483,bridge,"Random.Uniform(10,20)"
LRP215b,22.5229359167189,91.7038366163009,16.3,B,100600.0,213.386,bridge,"Random.Uniform(15,60)"
LRP216,22.5273049,91.7019444,,,,212.856,roadpoint,0
LRP216a,22.519416,91.70536109999999,,,,213.813,roadpoint,0
LRP216b,22.519265407228914,91.70540328072286,,,,213.831,roadpoint,0
LRP217,22.518721600000003,91.7055556,,,,213.896,roadpoint,0
LRP217a,22.5113471164122,91.7087907889313,41.11,A,121350.0,214.807,bridge,"Random.Uniform(15,60)"
LRP217a,22.5113471164122,91.7087907889313,27.0,C,100603.0,214.807,bridge,"Random.Uniform(15,60)"
LRP217b,22.5161667,91.70675,,,,214.217,roadpoint,0
LRP217c,22.514722199999998,91.7074444,,,,214.399,roadpoint,0
LRP217d,22.5131389,91.7080833,,,,214.593,roadpoint,0
LRP217e,22.512777800000002,91.70822220000001,,,,214.63400000000001,roadpoint,0
LRP218,22.510611100000002,91.7090833,,,,214.896,roadpoint,0
LRP218a,22.5060220437735,91.7112848218867,4.5,A,100601.0,215.467,bridge,"Random.Uniform(10,20)"
LRP218b,22.5000858335766,91.7141504905109,17.6,A,100605.0,216.196,bridge,"Random.Uniform(15,60)"
LRP218c,22.507444399999997,91.71055559999999,,,,215.291,roadpoint,0
LRP218d,22.507305600000002,91.7106389,,,,215.30900000000003,roadpoint,0
LRP218e,22.503,91.7128056,,,,215.83900000000003,roadpoint,0
LRP219,22.5025556,91.7130556,,,,215.896,roadpoint,0
LRP219a,22.4904405976324,91.7182726733934,3.0,B,100606.0,217.377,bridge,"Random.Uniform(10,20)"
LRP219b,22.4968052,91.7156389,,,,216.6,roadpoint,0
LRP220,22.494583,91.7170827,,,,216.896,roadpoint,0
LRP220a,22.4855480068965,91.7195309517241,4.5,A,100607.0,217.942,bridge,"Random.Uniform(10,20)"
LRP220b,22.4811642144766,91.7203633632516,23.2,B,100608.0,218.441,bridge,"Random.Uniform(15,60)"
LRP221,22.4854163,91.7195549,,,,217.957,roadpoint,0
LRP221a,22.4728530893544,91.7232633541336,6.0,A,100610.0,219.427,bridge,"Random.Uniform(10,20)"
LRP221b,22.4775271,91.72105490000001,,,,218.855,roadpoint,0
LRP221c,22.4773049,91.7211104,,,,218.88,roadpoint,0
LRP222,22.476527100000002,91.7213327,,,,218.96900000000002,roadpoint,0
LRP222a,22.4694438,91.72505490000002,,,,219.852,roadpoint,0
LRP223,22.468416,91.7255827,,,,219.988,roadpoint,0
LRP223a,22.4624386352,91.7285307,24.32,D,121354.0,220.725,bridge,"Random.Uniform(15,60)"
LRP223a,22.4624386352,91.7285307,23.2,B,100611.0,220.725,bridge,"Random.Uniform(15,60)"
LRP224,22.4603056,91.72958270000001,,,,220.988,roadpoint,0
LRP224a,22.4488628503871,91.7342823894358,3.0,A,100612.0,222.357,bridge,"Random.Uniform(10,20)"
LRP224b,22.4586389,91.73047159999999,,,,221.19799999999998,roadpoint,0
LRP225,22.45182350044248,91.7331283022124,,,,222.00599999999997,roadpoint,0
LRP226,22.443388600000002,91.73641629999999,,,,223.00599999999997,roadpoint,0
LRP226a,22.4375035216216,91.7386659473513,3.0,A,100614.0,223.743,bridge,"Random.Uniform(10,20)"
LRP226b,22.4350737918918,91.7396527192432,40.0,A,100615.0,224.053,bridge,"Random.Uniform(15,60)"
LRP227,22.434971899999997,91.7396941,,,,224.06599999999997,roadpoint,0
LRP227a,22.4333049,91.7403608,,,,224.203,roadpoint,0
LRP227b,22.430749300000002,91.74152740000001,,,,224.514,roadpoint,0
LRP227c,22.4304438,91.7417219,,,,224.55700000000002,roadpoint,0
LRP228,22.4269716,91.7439997,,,,225.00599999999997,roadpoint,0
LRP228a,22.4220415536,91.7480209792,35.1,B,100616.0,225.702,bridge,"Random.Uniform(15,60)"
LRP229,22.4198882,91.74977740000001,,,,226.00599999999997,roadpoint,0
LRP229a,22.4185549,91.7504722,,,,226.171,roadpoint,0
LRP229b,22.4182771,91.7506667,,,,226.209,roadpoint,0
LRP230,22.4119167,91.7543611,,,,227.00599999999997,roadpoint,0
LRP230a,22.4030145445,91.75657411625,5.0,A,100617.0,228.029,bridge,"Random.Uniform(10,20)"
LRP230b,22.4084167,91.7551389,,,,227.412,roadpoint,0
LRP230c,22.408399210101013,91.75514357643098,,,,227.41400000000002,roadpoint,0
LRP231,22.4032222,91.75652779999999,,,,228.00599999999997,roadpoint,0
LRP231a,22.3963398830265,91.7582551580777,3.0,A,100619.0,228.797,bridge,"Random.Uniform(10,20)"
LRP231b,22.3927175345622,91.7590882138248,18.0,A,100618.0,229.203,bridge,"Random.Uniform(15,60)"
LRP231c,22.398805199999998,91.7576667,,,,228.517,roadpoint,0
LRP232,22.3944997,91.7586944,,,,229.00599999999997,roadpoint,0
LRP232a,22.38524588272,91.76250565776,3.0,A,112543.0,230.13,bridge,"Random.Uniform(10,20)"
LRP232b,22.3921108,91.75925,,,,229.282,roadpoint,0
LRP232c,22.3892497,91.7605,,,,229.63299999999998,roadpoint,0
LRP232d,22.3887497,91.7607222,,,,229.692,roadpoint,0
LRP233,22.3861663,91.76183329999999,,,,230.00599999999997,roadpoint,0
LRP233a,22.3797011826666,91.7670476533333,8.3,A,100620.0,230.921,bridge,"Random.Uniform(10,20)"
LRP234,22.379166,91.7675827,,,,231.00599999999997,roadpoint,0
LRP234a,22.3696841276595,91.7739258709219,3.0,A,100621.0,231.966,bridge,"Random.Uniform(10,20)"
LRP234b,22.3762254893617,91.77054326631206,,,,231.46099999999998,roadpoint,0
LRP235,22.369166,91.77419379999999,,,,232.00599999999997,roadpoint,0
LRP235a,22.3691382,91.777666,,,,232.56099999999998,roadpoint,0
LRP235b,22.358666699999997,91.7822771,,,,232.75400000000002,roadpoint,0
LRP236a,22.3599057425992,91.8522694918171,4.65,C,100628.0,242.016,bridge,"Random.Uniform(10,20)"
LRP238a,22.3522674714754,91.852622049836,14.7,B,100629.0,242.898,bridge,"Random.Uniform(15,60)"
LRP238a,22.3522674714754,91.852622049836,15.8,A,121356.0,242.898,bridge,"Random.Uniform(15,60)"
LRP239a,22.3395393508599,91.8533871579852,39.67,C,121357.0,244.367,bridge,"Random.Uniform(15,60)"
LRP239a,22.3395393508599,91.8533871579852,38.4,B,101094.0,244.367,bridge,"Random.Uniform(15,60)"
LRP240a,22.3357673216494,91.8538536927835,39.4,B,100630.0,244.856,bridge,"Random.Uniform(15,60)"
LRP240a,22.3357673216494,91.8538536927835,40.38,C,121358.0,244.856,bridge,"Random.Uniform(15,60)"
LRP240c,22.3349153368556,91.8533979043814,49.31,C,121359.0,244.975,bridge,"Random.Uniform(15,60)"
LRP240c,22.3349153368556,91.8533979043814,48.5,A,100632.0,244.975,bridge,"Random.Uniform(15,60)"
LRP241a,22.3266451369152,91.852759390139,914.0,C,104574.0,246.02,bridge,"Random.Triangular(60,120,240)"
LRP241a,22.3266451369152,91.852759390139,954.5,A,121361.0,246.02,bridge,"Random.Triangular(60,120,240)"
LRP242b,22.3129265129032,91.856181916129,17.3,A,121083.0,247.637,bridge,"Random.Uniform(15,60)"
LRP242b,22.3129265129032,91.856181916129,11.0,C,100633.0,247.637,bridge,"Random.Uniform(15,60)"
LRP243b,22.306457756,91.860449028,15.2,C,100634.0,248.499,bridge,"Random.Uniform(15,60)"
